Dataset,Image,Intensity,Size
 BRATS_LGG,BraTS19_TCIA10_490_1/0/slice4_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_490_1/0/slice5_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_490_1/0/slice6_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_490_1/0/slice7_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_490_1/0/slice8_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_490_1/0/slice9_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_490_1/0/slice10_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_490_1/0/slice11_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_490_1/0/slice12_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_490_1/0/slice13_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_490_1/1/slice14_lesion.png,0.462611432,20
 BRATS_LGG,BraTS19_TCIA10_490_1/1/slice15_lesion.png,0.489009498,111
 BRATS_LGG,BraTS19_TCIA10_490_1/1/slice16_lesion.png,0.486123638,167
 BRATS_LGG,BraTS19_TCIA10_490_1/1/slice17_lesion.png,0.447792008,615
 BRATS_LGG,BraTS19_TCIA10_490_1/1/slice18_lesion.png,0.398142724,1126
 BRATS_LGG,BraTS19_TCIA10_490_1/1/slice19_lesion.png,0.337658582,1409
 BRATS_LGG,BraTS19_TCIA10_490_1/1/slice20_lesion.png,0.334028268,1617
 BRATS_LGG,BraTS19_TCIA10_490_1/1/slice21_lesion.png,0.348283517,1710
 BRATS_LGG,BraTS19_TCIA10_490_1/1/slice22_lesion.png,0.361063131,1685
 BRATS_LGG,BraTS19_TCIA10_490_1/1/slice23_lesion.png,0.374078253,1593
 BRATS_LGG,BraTS19_TCIA10_490_1/1/slice24_lesion.png,0.394249659,1474
 BRATS_LGG,BraTS19_TCIA10_490_1/1/slice25_lesion.png,0.42642111,1234
 BRATS_LGG,BraTS19_TCIA10_490_1/1/slice26_lesion.png,0.486280817,996
 BRATS_LGG,BraTS19_TCIA10_490_1/1/slice27_lesion.png,0.549438567,776
 BRATS_LGG,BraTS19_TCIA10_490_1/1/slice28_lesion.png,0.54504731,456
 BRATS_LGG,BraTS19_TCIA10_490_1/1/slice29_lesion.png,0.444263433,104
 BRATS_LGG,BraTS19_TCIA10_490_1/0/slice30_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_490_1/0/slice31_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_490_1/0/slice32_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_490_1/0/slice33_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_490_1/0/slice34_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_490_1/0/slice35_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_490_1/0/slice36_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_625_1/0/slice1_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_625_1/0/slice2_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_625_1/0/slice3_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_625_1/0/slice4_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_625_1/0/slice5_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_625_1/0/slice6_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_625_1/1/slice7_lesion.png,0.298821043,33
 BRATS_LGG,BraTS19_TCIA10_625_1/1/slice8_lesion.png,0.333780886,220
 BRATS_LGG,BraTS19_TCIA10_625_1/1/slice9_lesion.png,0.38989118,341
 BRATS_LGG,BraTS19_TCIA10_625_1/1/slice10_lesion.png,0.409513231,541
 BRATS_LGG,BraTS19_TCIA10_625_1/1/slice11_lesion.png,0.410238495,704
 BRATS_LGG,BraTS19_TCIA10_625_1/1/slice12_lesion.png,0.375354253,1191
 BRATS_LGG,BraTS19_TCIA10_625_1/1/slice13_lesion.png,0.398050492,1602
 BRATS_LGG,BraTS19_TCIA10_625_1/1/slice14_lesion.png,0.413110963,1899
 BRATS_LGG,BraTS19_TCIA10_625_1/1/slice15_lesion.png,0.420301169,2161
 BRATS_LGG,BraTS19_TCIA10_625_1/1/slice16_lesion.png,0.425683337,2312
 BRATS_LGG,BraTS19_TCIA10_625_1/1/slice17_lesion.png,0.425782641,2487
 BRATS_LGG,BraTS19_TCIA10_625_1/1/slice18_lesion.png,0.436524739,2255
 BRATS_LGG,BraTS19_TCIA10_625_1/1/slice19_lesion.png,0.439731354,2039
 BRATS_LGG,BraTS19_TCIA10_625_1/1/slice20_lesion.png,0.434878598,1964
 BRATS_LGG,BraTS19_TCIA10_625_1/1/slice21_lesion.png,0.444422249,1661
 BRATS_LGG,BraTS19_TCIA10_625_1/1/slice22_lesion.png,0.448590284,1253
 BRATS_LGG,BraTS19_TCIA10_625_1/1/slice23_lesion.png,0.440446561,766
 BRATS_LGG,BraTS19_TCIA10_625_1/1/slice24_lesion.png,0.373123874,202
 BRATS_LGG,BraTS19_TCIA10_625_1/1/slice25_lesion.png,0.318778684,2
 BRATS_LGG,BraTS19_TCIA10_625_1/0/slice26_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_625_1/0/slice27_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_625_1/0/slice28_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_625_1/0/slice29_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_625_1/0/slice30_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_625_1/0/slice31_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_625_1/0/slice32_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_625_1/0/slice33_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_625_1/0/slice34_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_625_1/0/slice35_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_625_1/0/slice36_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_628_1/0/slice1_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_628_1/0/slice2_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_628_1/0/slice3_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_628_1/0/slice4_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_628_1/0/slice5_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_628_1/0/slice6_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_628_1/1/slice7_lesion.png,0.563256065,239
 BRATS_LGG,BraTS19_TCIA10_628_1/1/slice8_lesion.png,0.647862268,445
 BRATS_LGG,BraTS19_TCIA10_628_1/1/slice9_lesion.png,0.660177692,666
 BRATS_LGG,BraTS19_TCIA10_628_1/1/slice10_lesion.png,0.656482748,1140
 BRATS_LGG,BraTS19_TCIA10_628_1/1/slice11_lesion.png,0.686145129,1506
 BRATS_LGG,BraTS19_TCIA10_628_1/1/slice12_lesion.png,0.6974565,1743
 BRATS_LGG,BraTS19_TCIA10_628_1/1/slice13_lesion.png,0.710675433,1967
 BRATS_LGG,BraTS19_TCIA10_628_1/1/slice14_lesion.png,0.724586943,2337
 BRATS_LGG,BraTS19_TCIA10_628_1/1/slice15_lesion.png,0.729047954,2432
 BRATS_LGG,BraTS19_TCIA10_628_1/1/slice16_lesion.png,0.727893918,2160
 BRATS_LGG,BraTS19_TCIA10_628_1/1/slice17_lesion.png,0.727067671,1914
 BRATS_LGG,BraTS19_TCIA10_628_1/1/slice18_lesion.png,0.733070287,1620
 BRATS_LGG,BraTS19_TCIA10_628_1/1/slice19_lesion.png,0.737023652,1356
 BRATS_LGG,BraTS19_TCIA10_628_1/1/slice20_lesion.png,0.753020167,897
 BRATS_LGG,BraTS19_TCIA10_628_1/1/slice21_lesion.png,0.738533663,648
 BRATS_LGG,BraTS19_TCIA10_628_1/1/slice22_lesion.png,0.727659859,296
 BRATS_LGG,BraTS19_TCIA10_628_1/1/slice23_lesion.png,0.73951082,48
 BRATS_LGG,BraTS19_TCIA10_628_1/0/slice24_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_628_1/0/slice25_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_628_1/0/slice26_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_628_1/0/slice27_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_628_1/0/slice28_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_628_1/0/slice29_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_628_1/0/slice30_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_628_1/0/slice31_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_628_1/0/slice32_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_628_1/0/slice33_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_628_1/0/slice34_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_628_1/0/slice35_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_628_1/0/slice36_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_629_1/0/slice1_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_629_1/0/slice2_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_629_1/0/slice3_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_629_1/0/slice4_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_629_1/0/slice5_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_629_1/0/slice6_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_629_1/0/slice7_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_629_1/0/slice8_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_629_1/0/slice9_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_629_1/0/slice10_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_629_1/0/slice11_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_629_1/0/slice12_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_629_1/0/slice13_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_629_1/1/slice14_lesion.png,0.672848085,11
 BRATS_LGG,BraTS19_TCIA10_629_1/1/slice15_lesion.png,0.665464363,53
 BRATS_LGG,BraTS19_TCIA10_629_1/1/slice16_lesion.png,0.689522791,226
 BRATS_LGG,BraTS19_TCIA10_629_1/1/slice17_lesion.png,0.710512637,486
 BRATS_LGG,BraTS19_TCIA10_629_1/1/slice18_lesion.png,0.744138116,547
 BRATS_LGG,BraTS19_TCIA10_629_1/1/slice19_lesion.png,0.727957999,531
 BRATS_LGG,BraTS19_TCIA10_629_1/1/slice20_lesion.png,0.69975366,500
 BRATS_LGG,BraTS19_TCIA10_629_1/1/slice21_lesion.png,0.675846003,556
 BRATS_LGG,BraTS19_TCIA10_629_1/1/slice22_lesion.png,0.677465446,556
 BRATS_LGG,BraTS19_TCIA10_629_1/1/slice23_lesion.png,0.644998535,444
 BRATS_LGG,BraTS19_TCIA10_629_1/1/slice24_lesion.png,0.612125007,173
 BRATS_LGG,BraTS19_TCIA10_629_1/1/slice25_lesion.png,0.610768933,70
 BRATS_LGG,BraTS19_TCIA10_629_1/0/slice26_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_629_1/0/slice27_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_629_1/0/slice28_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_629_1/0/slice29_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_629_1/0/slice30_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_629_1/0/slice31_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_629_1/0/slice32_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_629_1/0/slice33_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_629_1/0/slice34_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_629_1/0/slice35_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_629_1/0/slice36_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_632_1/0/slice1_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_632_1/0/slice2_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_632_1/0/slice3_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_632_1/0/slice4_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_632_1/0/slice5_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_632_1/0/slice6_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_632_1/0/slice7_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_632_1/0/slice8_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_632_1/0/slice9_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_632_1/0/slice10_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_632_1/0/slice11_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_632_1/0/slice12_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_632_1/0/slice13_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_632_1/0/slice14_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_632_1/0/slice15_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_632_1/0/slice16_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_632_1/0/slice17_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_632_1/0/slice18_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_632_1/0/slice19_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_632_1/1/slice20_lesion.png,0.603046313,1
 BRATS_LGG,BraTS19_TCIA10_632_1/1/slice21_lesion.png,0.610379964,242
 BRATS_LGG,BraTS19_TCIA10_632_1/1/slice22_lesion.png,0.682992499,445
 BRATS_LGG,BraTS19_TCIA10_632_1/1/slice23_lesion.png,0.692168998,595
 BRATS_LGG,BraTS19_TCIA10_632_1/1/slice24_lesion.png,0.683136989,674
 BRATS_LGG,BraTS19_TCIA10_632_1/1/slice25_lesion.png,0.687237288,692
 BRATS_LGG,BraTS19_TCIA10_632_1/1/slice26_lesion.png,0.684132218,664
 BRATS_LGG,BraTS19_TCIA10_632_1/1/slice27_lesion.png,0.655942648,599
 BRATS_LGG,BraTS19_TCIA10_632_1/1/slice28_lesion.png,0.653650768,469
 BRATS_LGG,BraTS19_TCIA10_632_1/1/slice29_lesion.png,0.632838417,301
 BRATS_LGG,BraTS19_TCIA10_632_1/1/slice30_lesion.png,0.558463786,122
 BRATS_LGG,BraTS19_TCIA10_632_1/0/slice31_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_632_1/0/slice32_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_632_1/0/slice33_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_632_1/0/slice34_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_632_1/0/slice35_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_632_1/0/slice36_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_637_1/0/slice1_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_637_1/0/slice2_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_637_1/0/slice3_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_637_1/0/slice4_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_637_1/0/slice5_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_637_1/0/slice6_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_637_1/0/slice7_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_637_1/0/slice8_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_637_1/0/slice9_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_637_1/0/slice10_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_637_1/1/slice11_lesion.png,0.564921363,7
 BRATS_LGG,BraTS19_TCIA10_637_1/1/slice12_lesion.png,0.568684275,86
 BRATS_LGG,BraTS19_TCIA10_637_1/1/slice13_lesion.png,0.572642084,165
 BRATS_LGG,BraTS19_TCIA10_637_1/1/slice14_lesion.png,0.606168229,667
 BRATS_LGG,BraTS19_TCIA10_637_1/1/slice15_lesion.png,0.631921627,1164
 BRATS_LGG,BraTS19_TCIA10_637_1/1/slice16_lesion.png,0.64834737,1657
 BRATS_LGG,BraTS19_TCIA10_637_1/1/slice17_lesion.png,0.656049864,2109
 BRATS_LGG,BraTS19_TCIA10_637_1/1/slice18_lesion.png,0.665183286,2431
 BRATS_LGG,BraTS19_TCIA10_637_1/1/slice19_lesion.png,0.675206418,2610
 BRATS_LGG,BraTS19_TCIA10_637_1/1/slice20_lesion.png,0.684175151,2906
 BRATS_LGG,BraTS19_TCIA10_637_1/1/slice21_lesion.png,0.693445959,3463
 BRATS_LGG,BraTS19_TCIA10_637_1/1/slice22_lesion.png,0.693043637,3446
 BRATS_LGG,BraTS19_TCIA10_637_1/1/slice23_lesion.png,0.669292642,3200
 BRATS_LGG,BraTS19_TCIA10_637_1/1/slice24_lesion.png,0.644840062,2670
 BRATS_LGG,BraTS19_TCIA10_637_1/1/slice25_lesion.png,0.613340296,2166
 BRATS_LGG,BraTS19_TCIA10_637_1/1/slice26_lesion.png,0.587919058,1540
 BRATS_LGG,BraTS19_TCIA10_637_1/1/slice27_lesion.png,0.564194115,910
 BRATS_LGG,BraTS19_TCIA10_637_1/1/slice28_lesion.png,0.532180531,419
 BRATS_LGG,BraTS19_TCIA10_637_1/1/slice29_lesion.png,0.561597014,77
 BRATS_LGG,BraTS19_TCIA10_637_1/1/slice30_lesion.png,0.480377404,16
 BRATS_LGG,BraTS19_TCIA10_637_1/0/slice31_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_637_1/0/slice32_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_637_1/0/slice33_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_637_1/0/slice34_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_637_1/0/slice35_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_637_1/0/slice36_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_639_1/0/slice1_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_639_1/0/slice2_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_639_1/0/slice3_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_639_1/0/slice4_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_639_1/0/slice5_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_639_1/0/slice6_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_639_1/0/slice7_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_639_1/0/slice8_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_639_1/0/slice9_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_639_1/0/slice10_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_639_1/0/slice11_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_639_1/0/slice12_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_639_1/0/slice13_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_639_1/0/slice14_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_639_1/1/slice15_lesion.png,0.561647487,10
 BRATS_LGG,BraTS19_TCIA10_639_1/1/slice16_lesion.png,0.626246315,79
 BRATS_LGG,BraTS19_TCIA10_639_1/1/slice17_lesion.png,0.621192003,549
 BRATS_LGG,BraTS19_TCIA10_639_1/1/slice18_lesion.png,0.691543106,953
 BRATS_LGG,BraTS19_TCIA10_639_1/1/slice19_lesion.png,0.737532171,1338
 BRATS_LGG,BraTS19_TCIA10_639_1/1/slice20_lesion.png,0.738106423,1730
 BRATS_LGG,BraTS19_TCIA10_639_1/1/slice21_lesion.png,0.738601006,1893
 BRATS_LGG,BraTS19_TCIA10_639_1/1/slice22_lesion.png,0.724167502,1970
 BRATS_LGG,BraTS19_TCIA10_639_1/1/slice23_lesion.png,0.714910934,2007
 BRATS_LGG,BraTS19_TCIA10_639_1/1/slice24_lesion.png,0.697426566,2061
 BRATS_LGG,BraTS19_TCIA10_639_1/1/slice25_lesion.png,0.687262009,2045
 BRATS_LGG,BraTS19_TCIA10_639_1/1/slice26_lesion.png,0.688263422,2000
 BRATS_LGG,BraTS19_TCIA10_639_1/1/slice27_lesion.png,0.677340281,1882
 BRATS_LGG,BraTS19_TCIA10_639_1/1/slice28_lesion.png,0.663601117,1616
 BRATS_LGG,BraTS19_TCIA10_639_1/1/slice29_lesion.png,0.646178207,1264
 BRATS_LGG,BraTS19_TCIA10_639_1/1/slice30_lesion.png,0.630726024,805
 BRATS_LGG,BraTS19_TCIA10_639_1/1/slice31_lesion.png,0.579244489,482
 BRATS_LGG,BraTS19_TCIA10_639_1/1/slice32_lesion.png,0.477236026,145
 BRATS_LGG,BraTS19_TCIA10_639_1/0/slice33_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_639_1/0/slice34_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_639_1/0/slice35_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_639_1/0/slice36_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_640_1/0/slice1_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_640_1/0/slice2_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_640_1/0/slice3_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_640_1/0/slice4_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_640_1/0/slice5_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_640_1/0/slice6_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_640_1/0/slice7_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_640_1/0/slice8_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_640_1/0/slice9_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_640_1/0/slice10_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_640_1/0/slice11_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_640_1/0/slice12_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_640_1/0/slice13_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_640_1/0/slice14_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_640_1/0/slice15_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_640_1/0/slice16_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_640_1/0/slice17_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_640_1/0/slice18_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_640_1/0/slice19_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_640_1/0/slice20_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_640_1/0/slice21_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_640_1/1/slice22_lesion.png,0.555897796,73
 BRATS_LGG,BraTS19_TCIA10_640_1/1/slice23_lesion.png,0.650999801,354
 BRATS_LGG,BraTS19_TCIA10_640_1/1/slice24_lesion.png,0.689685887,507
 BRATS_LGG,BraTS19_TCIA10_640_1/1/slice25_lesion.png,0.691670962,600
 BRATS_LGG,BraTS19_TCIA10_640_1/1/slice26_lesion.png,0.656118475,706
 BRATS_LGG,BraTS19_TCIA10_640_1/1/slice27_lesion.png,0.621464264,777
 BRATS_LGG,BraTS19_TCIA10_640_1/1/slice28_lesion.png,0.600476322,709
 BRATS_LGG,BraTS19_TCIA10_640_1/1/slice29_lesion.png,0.520727992,512
 BRATS_LGG,BraTS19_TCIA10_640_1/1/slice30_lesion.png,0.422678942,181
 BRATS_LGG,BraTS19_TCIA10_640_1/0/slice31_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_640_1/0/slice32_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_640_1/0/slice33_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_640_1/0/slice34_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_640_1/0/slice35_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_640_1/0/slice36_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_644_1/0/slice1_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_644_1/0/slice2_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_644_1/0/slice3_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_644_1/0/slice4_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_644_1/0/slice5_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_644_1/0/slice6_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_644_1/0/slice7_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_644_1/0/slice8_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_644_1/0/slice9_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_644_1/0/slice10_nonlesion.png,NaN,0
 BRATS_LGG,BraTS19_TCIA10_644_1/1/slice11_lesion.png,0.637401562,8
 BRATS_LGG,BraTS19_TCIA10_644_1/1/slice12_lesion.png,0.618547284,133
 BRATS_LGG,BraTS19_TCIA10_644_1/1/slice13_lesion.png,0.648527579,526
 BRATS_LGG,BraTS19_TCIA10_644_1/1/slice14_lesion.png,0.673227146,619
 BRATS_LGG,BraTS19_TCIA10_644_1/1/slice15_lesion.png,0.691755908,674
 BRATS_LGG,BraTS19_TCIA10_644_1/1/slice16_lesion.png,0.699184056,862
 BRATS_LGG,BraTS19_TCIA10_644_1/1/slice17_lesion.png,0.702659346,1205
